superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III of area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441229>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV of area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441233>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441237>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of area 6/32	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441241>	Verify	primary motor cortex (http://purl.obolibrary.org/obo/UBERON_0001384)	New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	uncal dentate gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441247>	gen	dentate gyrus of hippocampal formation (http://purl.obolibrary.org/obo/UBERON_0001885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	molecular layer of uncal dentate gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441251>	gen	dentate gyrus molecular layer (http://purl.obolibrary.org/obo/UBERON_0004679)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	granular layer of uncal dentate gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441255>	gen	dentate gyrus granule cell layer (http://purl.obolibrary.org/obo/UBERON_0005381)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subgranular zone of uncal dentate gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441259>	gen	dentate gyrus subgranular zone (http://purl.obolibrary.org/obo/UBERON_0009952)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	polyform layer of uncal dentate gyrus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441263>	gen	dentate gyrus polymorphic layer (http://purl.obolibrary.org/obo/UBERON_0002928)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of uncal CA1	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441275>	Verify	stratum lacunosum-moleculare of uncal CA1 (http://purl.obolibrary.org/obo/UBERON_0034858)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of uncal CA1	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441279>	Verify	stratum lacunosum-moleculare of uncal CA1 (http://purl.obolibrary.org/obo/UBERON_0034858)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of rostral CA1	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441295>	Verify	stratum lacunosum-moleculare of rostral CA1 (http://purl.obolibrary.org/obo/UBERON_0034828)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of rostral CA1	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441299>	Verify	stratum lacunosum-moleculare of rostral CA1 (http://purl.obolibrary.org/obo/UBERON_0034828)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of caudal CA1	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441303>	Verify	stratum lacunosum-moleculare of caudal CA1 (http://purl.obolibrary.org/obo/UBERON_0034798)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of caudal CA1	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441307>	Verify	stratum lacunosum-moleculare of caudal CA1 (http://purl.obolibrary.org/obo/UBERON_0034798)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of uncal CA2	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441319>	Verify	stratum lacunosum-moleculare of uncal CA2 (http://purl.obolibrary.org/obo/UBERON_0034863)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of uncal CA2	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441323>	Verify	stratum lacunosum-moleculare of uncal CA2 (http://purl.obolibrary.org/obo/UBERON_0034863)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of rostral CA2	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441339>	Verify	stratum lacunosum-moleculare of rostral CA1 (http://purl.obolibrary.org/obo/UBERON_0034828)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of rostral CA2	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441343>	Verify	stratum lacunosum-moleculare of rostral CA1 (http://purl.obolibrary.org/obo/UBERON_0034828)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of caudal CA2	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441347>	Verify	stratum lacunosum-moleculare of caudal CA2 (http://purl.obolibrary.org/obo/UBERON_0034803)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of caudal CA2	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441351>	Verify	stratum lacunosum-moleculare of caudal CA2 (http://purl.obolibrary.org/obo/UBERON_0034803)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of uncal CA3	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441363>	Verify	stratum lacunosum-moleculare of uncal CA3 (http://purl.obolibrary.org/obo/UBERON_0034868)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of uncal CA3	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441367>	Verify	stratum lacunosum-moleculare of uncal CA3 (http://purl.obolibrary.org/obo/UBERON_0034868)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of rostral CA3	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441387>	Verify	stratum lacunosum-moleculare of rostral CA1 (http://purl.obolibrary.org/obo/UBERON_0034828)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of rostral CA3	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441391>	Verify	stratum lacunosum-moleculare of rostral CA1 (http://purl.obolibrary.org/obo/UBERON_0034828)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum moleculare of caudal CA3	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441395>	Verify	stratum lacunosum-moleculare of caudal CA3 (http://purl.obolibrary.org/obo/UBERON_0034808)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum lacunosum of caudal CA3	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441399>	Verify	stratum lacunosum-moleculare of caudal CA3 (http://purl.obolibrary.org/obo/UBERON_0034808)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	pyramidal cells of uncal CA4	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441403>	gen	CA4 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003884)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	uncal subiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441407>	gen	subiculum (http://purl.obolibrary.org/obo/UBERON_0002191)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	molecular layer of uncal subiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441411>	gen	subiculum (http://purl.obolibrary.org/obo/UBERON_0002191)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	pyramidal layer of uncal subiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441415>	gen	subiculum (http://purl.obolibrary.org/obo/UBERON_0002191)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	polymorphic layer of uncal subiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441419>	gen	subiculum (http://purl.obolibrary.org/obo/UBERON_0002191)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	uncal prosubiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441423>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	molecular layer of uncal prosubiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441427>	gen		New Term OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum pyramidale of uncal prosubiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441431>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	stratum oriens of uncal prosubiculum	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441435>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lightly-stained cell islands of lateral olfactory area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441439>	gen	olfactory cortex (http://purl.obolibrary.org/obo/UBERON_0002894)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	darkly-stained cell islands of lateral olfactory area	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441443>	gen	olfactory cortex (http://purl.obolibrary.org/obo/UBERON_0002894)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial division of basomedial nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441447>	gen	accessory basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002885)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	basoventral nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441451>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	intramedullary gray of the amygdala	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441457>	gen		HAS PARALLEL	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral subdivision of BNSTm	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441461>	gen	medial nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034895)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	central subdivision of BNSTl	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441465>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	shell of central subdivision of BNSTl	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441469>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial subdivision of BNSTlc	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441473>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsal subdivision of BNSTlc	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441477>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventral subdivision of BNSTlc	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441481>	gen	lateral nucleus of stria terminalis (http://purl.obolibrary.org/obo/UBERON_0034894)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal septal nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441485>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	triangular septal nucleus	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441491>	gen	triangular septal nucleus (http://purl.obolibrary.org/obo/UBERON_0002977)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lightly-stained parvocellular islands of SI	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441495>	Verify	substantia innominata (http://purl.obolibrary.org/obo/UBERON_0003017)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	darkly-stained nanocellular islands of SI	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441499>	Verify	substantia innominata (http://purl.obolibrary.org/obo/UBERON_0003017)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	body of cc, rostral portion	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441567>	gen	body of corpus callosum (http://purl.obolibrary.org/obo/UBERON_0015510)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	body of cc, intermediate portion	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441571>	gen	body of corpus callosum (http://purl.obolibrary.org/obo/UBERON_0015510)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	body of cc, caudal portion	<https://purl.brain-bican.org/ontology/dhbao/DHBA_266441575>	gen	body of corpus callosum (http://purl.obolibrary.org/obo/UBERON_0015510)		
